"Identifier","Coordinate","Family","Common_Name","SubCellular","SubOrganellar"
"AT4G28110","p02-r05-c01","MYB","MYB41","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G28110","p02-r05-c02","MYB","MYB41","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G23250","p02-r05-c03","MYB","MYB15","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G23250","p02-r05-c04","MYB","MYB15","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G22850","p02-r05-c05","bZIP","AtbZIP6","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT2G22850","p02-r05-c06","bZIP","AtbZIP6","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT1G69810","p02-r05-c07","WRKY","ATWRKY36","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G69810","p02-r05-c08","WRKY","ATWRKY36","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G69490","p02-r05-c09","NAC","NAP","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G69490","p02-r05-c10","NAC","NAP","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G13600","p02-r05-c11","bZIP","AtbZIP58","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT1G13600","p02-r05-c12","bZIP","AtbZIP58","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT3G53200","p02-r05-c13","MYB","AtMYB27","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G53200","p02-r05-c14","MYB","AtMYB27","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G50480","p02-r05-c15","CCAAT","NF-YC6","NucleusCytoplasm","Chromosome; Cytoplasm, cytosol"
"AT5G50480","p02-r05-c16","CCAAT","NF-YC6","NucleusCytoplasm","Chromosome; Cytoplasm, cytosol"
"AT5G59820","p02-r05-c17","C2H2","ZAT12","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G59820","p02-r05-c18","C2H2","ZAT12","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G45249","p02-r05-c19","bZIP","AtABF2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G45249","p02-r05-c20","bZIP","AtABF2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G47120","p02-r05-c21","C3H","AT3G47120","Nucleus","Nucleus, nucleoplasm; Nucleus speckle"
"AT3G47120","p02-r05-c22","C3H","AT3G47120","Nucleus","Nucleus, nucleoplasm; Nucleus speckle"
"AT2G36270","p02-r05-c23","bZIP","DPBF1","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT2G36270","p02-r05-c24","bZIP","DPBF1","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G31420","p02-r05-c25","C2H2","REIL1","Nucleus","Chromosome"
"AT4G31420","p02-r05-c26","C2H2","REIL1","Nucleus","Chromosome"
"AT5G60970","p02-r05-c27","TCP","TCP5","Nucleus","Chromosome"
"AT5G60970","p02-r05-c28","TCP","TCP5","Nucleus","Chromosome"
"AT1G22190","p02-r05-c29","AP2-EREBP","RAP2.4","Nucleus","Chromosome"
"AT1G22190","p02-r05-c30","AP2-EREBP","RAP2.4","Nucleus","Chromosome"
"AT5G61600","p02-r05-c31","AP2-EREBP","ERF104","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT5G61600","p02-r05-c32","AP2-EREBP","ERF104","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT1G80840","p02-r05-c33","WRKY","ATWRKY40","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G80840","p02-r05-c34","WRKY","ATWRKY40","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G14560","p02-r05-c35","AUX-IAA","AXR5","Nucleus","Chromosome"
"AT4G14560","p02-r05-c36","AUX-IAA","AXR5","Nucleus","Chromosome"
"AT1G46480","p02-r05-c37","HB","WOX4","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G46480","p02-r05-c38","HB","WOX4","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G49720","p02-r05-c39","bZIP","ABF1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G49720","p02-r05-c40","bZIP","ABF1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G67100","p02-r05-c41","LOB","LBD40","Nucleus","Chromosome"
"AT1G67100","p02-r05-c42","LOB","LBD40","Nucleus","Chromosome"
"AT2G46770","p02-r05-c43","NAC","NST1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G46770","p02-r05-c44","NAC","NST1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G46870","p02-r05-c45","ABI3-VP1","NGA1","Nucleus","Chromosome"
"AT2G46870","p02-r05-c46","ABI3-VP1","NGA1","Nucleus","Chromosome"
"AT2G35530","p02-r05-c47","bZIP","AtbZIP16","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT2G35530","p02-r05-c48","bZIP","AtbZIP16","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G28110","p02-r06-c01","MYB","MYB41","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G28110","p02-r06-c02","MYB","MYB41","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G23250","p02-r06-c03","MYB","MYB15","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G23250","p02-r06-c04","MYB","MYB15","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G22850","p02-r06-c05","bZIP","AtbZIP6","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT2G22850","p02-r06-c06","bZIP","AtbZIP6","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT1G69810","p02-r06-c07","WRKY","ATWRKY36","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G69810","p02-r06-c08","WRKY","ATWRKY36","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G69490","p02-r06-c09","NAC","NAP","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G69490","p02-r06-c10","NAC","NAP","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G13600","p02-r06-c11","bZIP","AtbZIP58","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT1G13600","p02-r06-c12","bZIP","AtbZIP58","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT3G53200","p02-r06-c13","MYB","AtMYB27","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G53200","p02-r06-c14","MYB","AtMYB27","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G50480","p02-r06-c15","CCAAT","NF-YC6","NucleusCytoplasm","Chromosome; Cytoplasm, cytosol"
"AT5G50480","p02-r06-c16","CCAAT","NF-YC6","NucleusCytoplasm","Chromosome; Cytoplasm, cytosol"
"AT5G59820","p02-r06-c17","C2H2","ZAT12","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G59820","p02-r06-c18","C2H2","ZAT12","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G45249","p02-r06-c19","bZIP","AtABF2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G45249","p02-r06-c20","bZIP","AtABF2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G47120","p02-r06-c21","C3H","AT3G47120","Nucleus","Nucleus, nucleoplasm; Nucleus speckle"
"AT3G47120","p02-r06-c22","C3H","AT3G47120","Nucleus","Nucleus, nucleoplasm; Nucleus speckle"
"AT2G36270","p02-r06-c23","bZIP","DPBF1","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT2G36270","p02-r06-c24","bZIP","DPBF1","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G31420","p02-r06-c25","C2H2","REIL1","Nucleus","Chromosome"
"AT4G31420","p02-r06-c26","C2H2","REIL1","Nucleus","Chromosome"
"AT5G60970","p02-r06-c27","TCP","TCP5","Nucleus","Chromosome"
"AT5G60970","p02-r06-c28","TCP","TCP5","Nucleus","Chromosome"
"AT1G22190","p02-r06-c29","AP2-EREBP","RAP2.4","Nucleus","Chromosome"
"AT1G22190","p02-r06-c30","AP2-EREBP","RAP2.4","Nucleus","Chromosome"
"AT5G61600","p02-r06-c31","AP2-EREBP","ERF104","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT5G61600","p02-r06-c32","AP2-EREBP","ERF104","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Chromosome"
"AT1G80840","p02-r06-c33","WRKY","ATWRKY40","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G80840","p02-r06-c34","WRKY","ATWRKY40","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G14560","p02-r06-c35","AUX-IAA","AXR5","Nucleus","Chromosome"
"AT4G14560","p02-r06-c36","AUX-IAA","AXR5","Nucleus","Chromosome"
"AT1G46480","p02-r06-c37","HB","WOX4","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G46480","p02-r06-c38","HB","WOX4","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G49720","p02-r06-c39","bZIP","ABF1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G49720","p02-r06-c40","bZIP","ABF1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G67100","p02-r06-c41","LOB","LBD40","Nucleus","Chromosome"
"AT1G67100","p02-r06-c42","LOB","LBD40","Nucleus","Chromosome"
"AT2G46770","p02-r06-c43","NAC","NST1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G46770","p02-r06-c44","NAC","NST1","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G46870","p02-r06-c45","ABI3-VP1","NGA1","Nucleus","Chromosome"
"AT2G46870","p02-r06-c46","ABI3-VP1","NGA1","Nucleus","Chromosome"
"AT2G35530","p02-r06-c47","bZIP","AtbZIP16","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT2G35530","p02-r06-c48","bZIP","AtbZIP16","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT3G49850","p02-r07-c01","MYB-related","TRB3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G49850","p02-r07-c02","MYB-related","TRB3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G28910","p02-r07-c03","MYB","MYB30","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G28910","p02-r07-c04","MYB","MYB30","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G16430","p02-r07-c05","bHLH","JAM3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G16430","p02-r07-c06","bHLH","JAM3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G21230","p02-r07-c07","bZIP","bZIP30","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G21230","p02-r07-c08","bZIP","bZIP30","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G25160","p02-r07-c09","C2H2","ZFP3","Nucleus","Chromosome"
"AT5G25160","p02-r07-c10","C2H2","ZFP3","Nucleus","Chromosome"
"AT4G36240","p02-r07-c11","C2C2-GATA","GATA7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G36240","p02-r07-c12","C2C2-GATA","GATA7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G25580","p02-r07-c13","NAC","SOG1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G25580","p02-r07-c14","NAC","SOG1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G65210","p02-r07-c15","bZIP","TGA1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G65210","p02-r07-c16","bZIP","TGA1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G21450","p02-r07-c17","GRAS","SCL1","Nucleus","Chromosome"
"AT1G21450","p02-r07-c18","GRAS","SCL1","Nucleus","Chromosome"
"AT3G48590","p02-r07-c19","CCAAT","HAP5A","Nucleus","Chromosome"
"AT3G48590","p02-r07-c20","CCAAT","HAP5A","Nucleus","Chromosome"
"AT3G02830","p02-r07-c21","C3H","ZFN1","Nucleus","Nucleus speckle; Chromosome"
"AT3G02830","p02-r07-c22","C3H","ZFN1","Nucleus","Nucleus speckle; Chromosome"
"AT5G54230","p02-r07-c23","MYB","MYB49","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G54230","p02-r07-c24","MYB","MYB49","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G07740","p02-r07-c25","MYB-related","HAC10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G07740","p02-r07-c26","MYB-related","HAC10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G47500","p02-r07-c27","C2C2-DOF","CDF3","Nucleus","Chromosome"
"AT3G47500","p02-r07-c28","C2C2-DOF","CDF3","Nucleus","Chromosome"
"AT3G61830","p02-r07-c29","ARF","ARF18","Nucleus","Chromosome"
"AT3G61830","p02-r07-c30","ARF","ARF18","Nucleus","Chromosome"
"AT5G58850","p02-r07-c31","MYB","MYB119","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G58850","p02-r07-c32","MYB","MYB119","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G44080","p02-r07-c33","bZIP","AT5G44080","Nucleus","Chromosome"
"AT5G44080","p02-r07-c34","bZIP","AT5G44080","Nucleus","Chromosome"
"AT2G20825","p02-r07-c35","ULT","ULT2","Nucleus","Chromosome"
"AT2G20825","p02-r07-c36","ULT","ULT2","Nucleus","Chromosome"
"AT3G61460","p02-r07-c37","ND","BRH1","Golgi_apparatus","Golgi apparatus membrane"
"AT3G61460","p02-r07-c38","ND","BRH1","Golgi_apparatus","Golgi apparatus membrane"
"AT5G39860","p02-r07-c39","bHLH","BHLH136","Nucleus","Chromosome"
"AT5G39860","p02-r07-c40","bHLH","BHLH136","Nucleus","Chromosome"
"AT1G47870","p02-r07-c41","E2F-DP","E2FC","Nucleus","Nucleus, nucleolus"
"AT1G47870","p02-r07-c42","E2F-DP","E2FC","Nucleus","Nucleus, nucleolus"
"AT2G16210","p02-r07-c43","ABI3-VP1","REM24","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G16210","p02-r07-c44","ABI3-VP1","REM24","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G27650","p02-r07-c45","C3H","ATU2AF35A","Nucleus","Nucleus speckle"
"AT1G27650","p02-r07-c46","C3H","ATU2AF35A","Nucleus","Nucleus speckle"
"AT1G31630","p02-r07-c47","MADS","AGL86","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G31630","p02-r07-c48","MADS","AGL86","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G49850","p02-r08-c01","MYB-related","TRB3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G49850","p02-r08-c02","MYB-related","TRB3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G28910","p02-r08-c03","MYB","MYB30","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G28910","p02-r08-c04","MYB","MYB30","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G16430","p02-r08-c05","bHLH","JAM3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G16430","p02-r08-c06","bHLH","JAM3","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G21230","p02-r08-c07","bZIP","bZIP30","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G21230","p02-r08-c08","bZIP","bZIP30","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G25160","p02-r08-c09","C2H2","ZFP3","Nucleus","Chromosome"
"AT5G25160","p02-r08-c10","C2H2","ZFP3","Nucleus","Chromosome"
"AT4G36240","p02-r08-c11","C2C2-GATA","GATA7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G36240","p02-r08-c12","C2C2-GATA","GATA7","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G25580","p02-r08-c13","NAC","SOG1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G25580","p02-r08-c14","NAC","SOG1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G65210","p02-r08-c15","bZIP","TGA1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G65210","p02-r08-c16","bZIP","TGA1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G21450","p02-r08-c17","GRAS","SCL1","Nucleus","Chromosome"
"AT1G21450","p02-r08-c18","GRAS","SCL1","Nucleus","Chromosome"
"AT3G48590","p02-r08-c19","CCAAT","HAP5A","Nucleus","Chromosome"
"AT3G48590","p02-r08-c20","CCAAT","HAP5A","Nucleus","Chromosome"
"AT3G02830","p02-r08-c21","C3H","ZFN1","Nucleus","Nucleus speckle; Chromosome"
"AT3G02830","p02-r08-c22","C3H","ZFN1","Nucleus","Nucleus speckle; Chromosome"
"AT5G54230","p02-r08-c23","MYB","MYB49","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G54230","p02-r08-c24","MYB","MYB49","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G07740","p02-r08-c25","MYB-related","HAC10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G07740","p02-r08-c26","MYB-related","HAC10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT3G47500","p02-r08-c27","C2C2-DOF","CDF3","Nucleus","Chromosome"
"AT3G47500","p02-r08-c28","C2C2-DOF","CDF3","Nucleus","Chromosome"
"AT3G61830","p02-r08-c29","ARF","ARF18","Nucleus","Chromosome"
"AT3G61830","p02-r08-c30","ARF","ARF18","Nucleus","Chromosome"
"AT5G58850","p02-r08-c31","MYB","MYB119","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G58850","p02-r08-c32","MYB","MYB119","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G44080","p02-r08-c33","bZIP","AT5G44080","Nucleus","Chromosome"
"AT5G44080","p02-r08-c34","bZIP","AT5G44080","Nucleus","Chromosome"
"AT2G20825","p02-r08-c35","ULT","ULT2","Nucleus","Chromosome"
"AT2G20825","p02-r08-c36","ULT","ULT2","Nucleus","Chromosome"
"AT3G61460","p02-r08-c37","ND","BRH1","Golgi_apparatus","Golgi apparatus membrane"
"AT3G61460","p02-r08-c38","ND","BRH1","Golgi_apparatus","Golgi apparatus membrane"
"AT5G39860","p02-r08-c39","bHLH","BHLH136","Nucleus","Chromosome"
"AT5G39860","p02-r08-c40","bHLH","BHLH136","Nucleus","Chromosome"
"AT1G47870","p02-r08-c41","E2F-DP","E2FC","Nucleus","Nucleus, nucleolus"
"AT1G47870","p02-r08-c42","E2F-DP","E2FC","Nucleus","Nucleus, nucleolus"
"AT2G16210","p02-r08-c43","ABI3-VP1","REM24","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G16210","p02-r08-c44","ABI3-VP1","REM24","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G27650","p02-r08-c45","C3H","ATU2AF35A","Nucleus","Nucleus speckle"
"AT1G27650","p02-r08-c46","C3H","ATU2AF35A","Nucleus","Nucleus speckle"
"AT1G31630","p02-r08-c47","MADS","AGL86","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G31630","p02-r08-c48","MADS","AGL86","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G66320","p02-r09-c01","C2C2-GATA","GATA5","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G66320","p02-r09-c02","C2C2-GATA","GATA5","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G16560","p02-r09-c03","G2-like","KAN","Nucleus","Nucleus speckle; Chromosome"
"AT5G16560","p02-r09-c04","G2-like","KAN","Nucleus","Nucleus speckle; Chromosome"
"AT4G11080","p02-r09-c05","HMG","3xHMG-box1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G11080","p02-r09-c06","HMG","3xHMG-box1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G53950","p02-r09-c07","NAC","CUC2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G53950","p02-r09-c08","NAC","CUC2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G78080","p02-r09-c09","AP2-EREBP","AtWIND1","Nucleus","Chromosome"
"AT1G78080","p02-r09-c10","AP2-EREBP","AtWIND1","Nucleus","Chromosome"
"AT5G43290","p02-r09-c11","WRKY","WRKY49","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G43290","p02-r09-c12","WRKY","WRKY49","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT2G37000","p02-r09-c13","TCP","AT2G37000","Nucleus","Nucleus, nucleolus; Chromosome"
"AT2G37000","p02-r09-c14","TCP","AT2G37000","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G73830","p02-r09-c15","bHLH","BEE3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G73830","p02-r09-c16","bHLH","BEE3","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G21150","p02-r09-c17","Orphans","AtBBX32","Nucleus","Chromosome"
"AT3G21150","p02-r09-c18","Orphans","AtBBX32","Nucleus","Chromosome"
"AT3G21330","p02-r09-c19","bHLH","AT3G21330","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G21330","p02-r09-c20","bHLH","AT3G21330","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT3G16770","p02-r09-c21","AP2-EREBP","ERF72","Membrane","Cell membrane"
"AT3G16770","p02-r09-c22","AP2-EREBP","ERF72","Membrane","Cell membrane"
"AT1G08010","p02-r09-c23","C2C2-GATA","GATA11","Nucleus","Chromosome"
"AT1G08010","p02-r09-c24","C2C2-GATA","GATA11","Nucleus","Chromosome"
"AT1G54330","p02-r09-c25","NAC","NAC020","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G54330","p02-r09-c26","NAC","NAC020","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G67110","p02-r09-c27","bHLH","ALC","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT5G67110","p02-r09-c28","bHLH","ALC","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus speckle; Chromosome"
"AT1G08000","p02-r09-c29","C2C2-GATA","GATA10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G08000","p02-r09-c30","C2C2-GATA","GATA10","Nucleus","Nucleus, nucleolus; Chromosome"
"AT1G66230","p02-r09-c31","MYB","MYB20","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G66230","p02-r09-c32","MYB","MYB20","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT4G36540","p02-r09-c33","bHLH","BEE2","Nucleus","Chromosome"
"AT4G36540","p02-r09-c34","bHLH","BEE2","Nucleus","Chromosome"
"AT1G02210","p02-r09-c35","NAC","AT1G02210","Nucleus","Chromosome"
"AT1G02210","p02-r09-c36","NAC","AT1G02210","Nucleus","Chromosome"
"AT1G53170","p02-r09-c37","AP2-EREBP","ATERF-8","Nucleus","Chromosome"
"AT1G53170","p02-r09-c38","AP2-EREBP","ATERF-8","Nucleus","Chromosome"
"AT1G62975","p02-r09-c39","bHLH","AT1G62975","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G62975","p02-r09-c40","bHLH","AT1G62975","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT1G26960","p02-r09-c41","HB","AtHB23","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus membrane; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT1G26960","p02-r09-c42","HB","AtHB23","Nucleus","Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus membrane; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT1G71260","p02-r09-c43","PBF-2-like","WHY2","Mitochondrion","Mitochondrion inner membrane"
"AT1G71260","p02-r09-c44","PBF-2-like","WHY2","Mitochondrion","Mitochondrion inner membrane"
"AT4G37790","p02-r09-c45","HB","HAT22","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT4G37790","p02-r09-c46","HB","HAT22","Nucleus","Nucleus, nucleolus; Nucleus speckle; Nucleus, PML body; Chromosome"
"AT2G35910","p02-r09-c47","ND","AT2G35910","Endoplasmic","Endoplasmic reticulum membrane"
"AT2G35910","p02-r09-c48","ND","AT2G35910","Endoplasmic","Endoplasmic reticulum membrane"
"AT5G66320","p02-r10-c01","C2C2-GATA","GATA5","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G66320","p02-r10-c02","C2C2-GATA","GATA5","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
"AT5G16560","p02-r10-c03","G2-like","KAN","Nucleus","Nucleus speckle; Chromosome"
"AT5G16560","p02-r10-c04","G2-like","KAN","Nucleus","Nucleus speckle; Chromosome"
"AT4G11080","p02-r10-c05","HMG","3xHMG-box1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT4G11080","p02-r10-c06","HMG","3xHMG-box1","Nucleus","Nucleus, nucleolus; Chromosome"
"AT5G53950","p02-r10-c07","NAC","CUC2","Nucleus","Nucleus, nucleolus; Nucleus speckle; Chromosome"
